"locusName"	"Short_description"	"Arabidopsis_homolog"	"Arabidopsis_homolog_defline"	"Clamy_homolog"	"Clamy_homolog_defline"	"Rice_homolog"	"Rice_homolog_defline"
"Solyc01g057900"	"E3 ubiquitin-protein ligase UPL6"	"AT3G17205"	"ubiquitin protein ligase 6"	""	""	"LOC_Os05g06690"	"HECT-domain domain containing protein, expressed"
"Solyc01g058040"	"gibberellin 2-beta-dioxygenase 2-like"	""	""	""	""	""	""
"Solyc01g058100"	""	""	""	""	""	""	""
"Solyc01g058160"	"Duf724 domain-containing protein 3"	""	""	""	""	""	""
"Solyc01g058240"	""	""	""	""	""	""	""
"Solyc01g058270"	"O-acetyltransferase family protein"	"AT3G06550"	"O-acetyltransferase family protein"	"Cre09.g389950"	"O-acetyltransferase-related protein"	""	""
"Solyc01g058320"	"transmembrane protein"	"AT3G17120"	"(1 of 3) PTHR34188:SF1 - T6A9.7 PROTEIN"	""	""	"LOC_Os01g19410"	"expressed protein"
"Solyc01g058400"	"Transcription factor"	""	""	""	""	""	""
"Solyc01g058720"	"Calcium-binding EF-hand"	"AT5G49480"	"Ca2+-binding protein 1"	""	""	"LOC_Os03g19720"	"EF hand family protein, putative, expressed"
"Solyc01g059840"	"GDSL esterase/lipase"	""	""	"Cre02.g144010"	"(1 of 11) 3.1.1.5 - Lysophospholipase / Phospholipase B"	"LOC_Os03g19670"	"GDSL-like lipase/acylhydrolase, putative, expressed"
"Solyc01g059920"	"Nucleic acid-binding, OB-fold"	"AT3G17030"	"Nucleic acid-binding proteins superfamily"	""	""	"LOC_Os03g61700"	"expressed protein"
"Solyc01g059940"	"Plant invertase/pectin methylesterase inhibitor superfamily protein"	"AT3G36659"	"Plant invertase/pectin methylesterase inhibitor superfamily protein"	""	""	"LOC_Os12g37480"	"invertase/pectin methylesterase inhibitor family protein, putative, expressed"
"Solyc01g059950"	"Transcription factor GRAS"	""	""	""	""	""	""
"Solyc01g060040"	"WD40 domain-containing protein/Bromodomain domain-containing protein"	""	""	"Cre02.g078150"	"(1 of 1) K11797 - PH-interacting protein (PHIP, WDR11)"	""	""
"Solyc01g060050"	"WD40 domain-containing protein"	""	""	""	""	""	""
"Solyc01g060070"	"Outer envelope pore protein 16-2, chloroplastic"	"AT4G16160"	"Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein"	""	""	"LOC_Os03g19290"	"mitochondrial import inner membrane translocase subunit Tim17, putative, expressed"
"Solyc01g060090"	"serine/threonine-protein phosphatase 4 regulatory subunit 3-like"	""	""	""	""	""	""
"Solyc01g060100"	"serine/threonine-protein phosphatase 4 regulatory subunit 3-like"	""	""	""	""	""	""
"Solyc01g060240"	"cAMP-regulated phosphoprotein 19-related protein"	""	""	""	""	""	""
"Solyc01g060250"	""	""	""	""	""	""	""
"Solyc01g060280"	"AMSH-like ubiquitin thioesterase.1"	""	""	""	""	"LOC_Os01g47262"	"AMSH-like protease, putative, expressed"
"Solyc01g060410"	"GPI-anchored adhesin-like protein"	"AT5G26910"	"(1 of 4) PTHR21726:SF29 - F1O19.10 PROTEIN"	""	""	"LOC_Os03g19080"	"expressed protein"
"Solyc01g065490"	"NAD(P)-linked oxidoreductase, aldo/keto reductase family protein"	""	""	"Cre11.g467622"	"(1 of 1) 1.1.1.317 - Perakine reductase"	""	""
"Solyc01g065510"	"leucine-rich repeat extensin-like protein 6"	""	""	""	""	""	""
"Solyc01g065550"	"Dehydration-induced 19-like protein"	"AT5G49230"	"Drought-responsive family protein"	""	""	"LOC_Os05g28980"	"drought induced 19 protein, putative, expressed"
"Solyc01g065560"	"DUF789 domain-containing protein"	"AT4G16100"	"Protein of unknown function (DUF789)"	""	""	"LOC_Os07g14310"	"expressed protein"
"Solyc01g065840"	"F-box/RNI-like superfamily protein"	"AT3G18150"	"RNI-like superfamily protein"	""	""	"LOC_Os11g10340"	"OsFBX417 - F-box domain containing protein, expressed"
"Solyc01g065930"	""	""	""	""	""	""	""
"Solyc01g066040"	""	""	""	""	""	""	""
"Solyc01g066060"	"Multiple organellar RNA editing factor 3, mitochondrial"	"AT3G06790"	"plastid developmental protein DAG, putative"	""	""	"LOC_Os03g38490"	"DAG protein, chloroplast precursor, putative, expressed"
"Solyc01g066440"	"hypothetical protein"	"AT3G06840"	""	""	""	""	""
"Solyc01g066490"	""	""	""	""	""	""	""
"Solyc01g066570"	"FCS-Like Zinc finger 15"	"AT5G49120"	"Protein of unknown function (DUF581)"	""	""	"LOC_Os02g37970"	"DUF581 domain containing protein, expressed"
"Solyc01g066640"	"Vitellogenin-like protein"	"AT5G49100"	""	""	""	"LOC_Os04g33260"	"expressed protein"
"Solyc01g066720"	"Hypoxia-responsive family protein"	"AT3G05550"	"Hypoxia-responsive family protein"	""	""	"LOC_Os02g37930"	"hypoxia-responsive family protein, putative, expressed"
"Solyc01g066760"	""	""	""	""	""	""	""
"Solyc01g066770"	"Chaperone protein dnaJ 49"	"AT5G49060"	"Heat shock protein DnaJ, N-terminal with domain of unknown function (DUF1977)"	"Cre09.g416100"	"DnaJ-like protein"	"LOC_Os05g30130"	"chaperone protein dnaJ 49, putative, expressed"
"Solyc01g066900"	"uveal autoantigen with coiled-coil/ankyrin"	"AT4G15790"	""	"Cre09.g407750"	"Conserved in the Green Lineage"	"LOC_Os12g35620"	"expressed protein"
"Solyc01g066910"	"Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain containing protein"	"AT5G48485"	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"	""	""	"LOC_Os07g18750"	"LTPL42 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"Solyc01g066970"	"Flowering-promoting factor.1"	"AT5G24860"	"flowering promoting factor 1"	""	""	"LOC_Os02g26210"	"flowering promoting factor-like 1, putative, expressed"
"Solyc01g067030"	"F-box protein"	"AT3G23880"	"F-box and associated interaction domains-containing protein"	""	""	"LOC_Os10g34300"	"OsFBX387 - F-box domain containing protein, expressed"
"Solyc01g067040"	"Tudor/PWWP/MBT superfamily protein"	""	""	""	""	""	""
"Solyc01g067080"	"dynein beta chain%2C ciliary protein"	"AT3G21400"	"(1 of 1) PTHR36759:SF1 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE:MHC9"	""	""	"LOC_Os12g35550"	"expressed protein"
"Solyc01g067090"	"Arginine-glutamic acid dipeptide repeat protein"	"AT2G47820"	"(1 of 4) PTHR13859 - ATROPHIN-RELATED"	""	""	"LOC_Os07g38080"	"homeodomain-like, putative, expressed"
"Solyc01g067280"	"F-box-like protein"	"AT4G15563"	""	""	""	"LOC_Os05g30920"	"OsFBX167 - F-box domain containing protein, expressed"
"Solyc01g067290"	"Divinyl chlorophyllide a 8-vinyl-reductase, chloroplastic"	""	""	""	""	""	""
"Solyc01g067300"	"CASP-like protein"	"AT4G15610"	"Uncharacterised protein family (UPF0497)"	""	""	"LOC_Os07g26110"	"membrane associated DUF588 domain containing protein, putative, expressed"
"Solyc01g067330"	"CASP-like protein"	"AT4G15630"	"Uncharacterised protein family (UPF0497)"	""	""	"LOC_Os01g26120"	"membrane associated DUF588 domain containing protein, putative, expressed"
"Solyc01g067380"	"Alpha/beta-Hydrolases superfamily protein"	""	""	"Cre14.g611552"	"Triacylglycerol lipase"	""	""
"Solyc01g067480"	"Acyl-CoA-binding domain-containing protein 4-like"	"AT5G18590"	"Galactose oxidase/kelch repeat superfamily protein"	""	""	"LOC_Os12g35350"	"kelch repeat protein, putative, expressed"
"Solyc01g067570"	"E3 ubiquitin-protein ligase RING1-like"	""	""	""	""	""	""
"Solyc01g067580"	"E3 ubiquitin-protein ligase Chr5:6153924-6155504 FORWARD LENGTH=125 201606"	"AT5G18540"	""	""	""	"LOC_Os07g47340"	"expressed protein"
"Solyc01g067600"	"Zinc finger, CW-type"	""	""	""	""	"LOC_Os07g47360"	"CW-type Zinc Finger, putative, expressed"
"Solyc01g067630"	"NAD(P)-binding Rossmann-fold superfamily protein"	"AT2G39080"	"NAD(P)-binding Rossmann-fold superfamily protein"	"Cre13.g608000"	"Conserved in the Plant Lineage and Diatoms"	"LOC_Os01g26970"	"expressed protein"
"Solyc01g067650"	"classical arabinogalactan protein 9 isoform .1"	""	""	""	""	""	""
"Solyc01g067680"	"Tubby-like F-box protein"	""	""	"Cre12.g520650"	"Tubby-like protein"	""	""
"Solyc01g067690"	""	""	""	""	""	""	""
"Solyc01g067700"	"SCA7, zinc-binding domain protein"	""	""	""	""	"LOC_Os12g35060"	"expressed protein"
"Solyc01g067780"	"DnaJ domain"	"AT5G18750"	"DNAJ heat shock N-terminal domain-containing protein"	""	""	"LOC_Os11g36960"	"dnaJ domain containing protein, expressed"
"Solyc01g067790"	"BRCT domain-containing DNA repair protein"	"AT3G21480"	"BRCT domain-containing DNA repair protein"	""	""	"LOC_Os05g05440"	"expressed protein"
"Solyc01g067800"	"Zinc finger protein"	"AT3G06330"	"RING/U-box superfamily protein"	""	""	""	""
"Solyc01g067900"	"Rapid alkalinization factor 23"	""	""	""	""	"LOC_Os12g35670"	"RALFL4 - Rapid ALkalinization Factor RALF family protein precursor, expressed"
"Solyc01g067910"	"Heat shock factor-binding protein 1"	""	""	""	""	""	""
"Solyc01g067940"	""	""	""	""	""	""	""
"Solyc01g068020"	"Polyketide cyclase / dehydrase and lipid transport protein"	"AT1G02475"	"Polyketide cyclase/dehydrase and lipid transport superfamily protein"	"Cre14.g616250"	"Conserved in the Plant Lineage"	"LOC_Os01g22510"	"cyclase/dehydrase family protein, expressed"
"Solyc01g068030"	"Polyketide cyclase / dehydrase and lipid transport protein"	"AT1G02475"	"Polyketide cyclase/dehydrase and lipid transport superfamily protein"	"Cre14.g616250"	"Conserved in the Plant Lineage"	"LOC_Os01g22510"	"cyclase/dehydrase family protein, expressed"
"Solyc01g068130"	"calcium/calcium/calmodulin-dependent Serine/Threonine-kinase"	""	""	""	""	""	""
"Solyc01g068140"	"HXXXD-type acyl-transferase family protein"	"AT3G62160"	"HXXXD-type acyl-transferase family protein"	""	""	"LOC_Os01g18744"	"transferase family protein, putative, expressed"
"Solyc01g068170"	"FK506-binding-like protein"	"AT3G51940"	""	""	""	"LOC_Os11g04510"	"expressed protein"
"Solyc01g068250"	"Transducin/WD40 repeat-like superfamily protein"	"AT3G51930"	"Transducin/WD40 repeat-like superfamily protein"	"Cre06.g280350"	"(1 of 1) KOG4283 - Transcription-coupled repair protein CSA, contains WD40 domain"	"LOC_Os01g71780"	"WD domain, G-beta repeat domain containing protein, expressed"
"Solyc01g068260"	"DNA topoisomerase 2-binding protein.1"	"AT1G77320"	"transcription coactivators"	"Cre12.g515900"	"BRC-repeat-containing protein. ts-lethal mutations block DNA replication (PMID 25336509)"	"LOC_Os11g08660"	"TOPBP1A - Similar to DNA replication protein TOPBP1 from, expressed"
"Solyc01g068320"	"SNF2-related"	"AT1G05490"	"chromatin remodeling 31"	""	""	"LOC_Os05g32610"	"required to maintain repression 1, putative, expressed"
"Solyc01g068360"	"Leucine-rich repeat protein kinase family protein"	""	""	""	""	""	""
"Solyc01g068430"	"Protein trichome birefringence-like 37"	""	""	""	""	""	""
"Solyc01g068440"	"Protein trichome birefringence-like 38"	""	""	""	""	""	""
"Solyc01g068450"	"Essential protein Yae1, N-terminal"	"AT1G34570"	"Essential protein Yae1, N-terminal"	""	""	"LOC_Os01g72200"	"expressed protein"
"Solyc01g068460"	"Plant calmodulin-binding-like protein"	"AT2G38800"	"Plant calmodulin-binding protein-related"	""	""	""	""
"Solyc01g068560"	"protein LNK2 isoform .1"	""	""	""	""	""	""
"Solyc01g068590"	"Metal ion-binding protein"	"AT3G62010"	"(1 of 1) PTHR23339 - TYROSINE SPECIFIC PROTEIN PHOSPHATASE AND DUAL SPECIFICITY PROTEIN PHOSPHATASE"	"Cre01.g054800"	"(1 of 1) PTHR23339//PTHR23339:SF54 - TYROSINE SPECIFIC PROTEIN PHOSPHATASE AND DUAL SPECIFICITY PROTEIN PHOSPHATASE // PALADIN"	"LOC_Os03g38970"	"metal ion binding protein, putative, expressed"
"Solyc01g068620"	"Polyketide cyclase / dehydrase and lipid transport protein"	"AT4G01650"	"Polyketide cyclase / dehydrase and lipid transport protein"	""	""	"LOC_Os01g74010"	"cyclase/dehydrase family protein, expressed"
"Solyc01g068640"	"AarF domain-containing protein kinase 4"	"AT4G01660"	"ABC transporter 1"	"Cre10.g429800"	"Ubiquinone biosynthesis protein"	""	""
"Solyc01g073650"	"Serine/threonine-protein phosphatase"	"AT3G58500"	"protein phosphatase 2A-4"	"Cre03.g199983"	"(1 of 1) PTHR11668//PTHR11668:SF257 - SERINE/THREONINE PROTEIN PHOSPHATASE // SUBFAMILY NOT NAMED"	"LOC_Os03g59060"	"OsPP2Ac-2 - Phosphatase 2A isoform 2 belonging to family 2, expressed"
"Solyc01g073660"	"Major facilitator superfamily protein"	"AT2G44280"	"Major facilitator superfamily protein"	""	""	"LOC_Os07g39010"	"lactose permease-related, putative, expressed"
"Solyc01g073680"	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"	"AT2G44300"	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"	""	""	"LOC_Os07g09970"	"LTPL84 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"Solyc01g073690"	"V-type proton ATPase subunit D"	"AT3G58730"	"vacuolar ATP synthase subunit D (VATD) / V-ATPase D subunit / vacuolar proton pump D subunit (VATPD)"	"Cre09.g405050"	"Vacuolar ATP synthase subunit D"	"LOC_Os04g55040"	"vacuolar ATP synthase subunit D 1, putative, expressed"
"Solyc01g073700"	""	""	""	""	""	""	""
"Solyc01g073720"	"Transmembrane protein"	"AT1G05575"	""	""	""	"LOC_Os02g53410"	"expressed protein"
"Solyc01g073770"	"PRLI-interacting factor"	""	""	""	""	"LOC_Os02g58570"	"PRLI-interacting factor A, putative, expressed"
"Solyc01g073780"	"Cysteine/Histidine-rich .1"	""	""	""	""	""	""
"Solyc01g073930"	"Protein N-terminal asparagine amidohydrolase"	"AT2G44420"	"protein N-terminal asparagine amidohydrolase family protein"	""	""	"LOC_Os06g41390"	"N-terminal asparagine amidohydrolase, putative, expressed"
"Solyc01g079080"	"asynaptic protein"	"AT2G46980"	"(1 of 1) PTHR36027:SF1 - ASYNAPTIC 3"	""	""	"LOC_Os10g26560"	"expressed protein"
"Solyc01g079170"	"Hexosyltransferase"	"AT2G47180"	"galactinol synthase 1"	""	""	"LOC_Os03g20120"	"glycosyl transferase 8 domain containing protein, putative, expressed"
"Solyc01g079190"	""	""	""	""	""	""	""
"Solyc01g079230"	"Duf724 domain-containing protein 3"	""	""	""	""	""	""
"Solyc01g079250"	"RNA helicase DEAH-box2"	"AT3G62310"	"RNA helicase family protein"	"Cre03.g182950"	"(1 of 1) K12820 - pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 (DHX15, PRP43)"	"LOC_Os03g19960"	"ATP-dependent RNA helicase, putative, expressed"
"Solyc01g079310"	"Heme binding protein"	""	""	""	""	"LOC_Os03g19580"	"expressed protein"
"Solyc01g079350"	"HIT zinc finger and PAPA-1-like domain-containing protein"	"AT2G47350"	"HIT zinc finger ;PAPA-1-like conserved region"	""	""	"LOC_Os12g37430"	"PAPA-1-like conserved region family protein, expressed"
"Solyc01g079400"	"Protein trichome birefringence-like 6"	"AT3G62390"	"TRICHOME BIREFRINGENCE-LIKE 6"	""	""	"LOC_Os03g19470"	"proteins of unknown function domain containing protein, expressed"
"Solyc01g079410"	"Calcium-dependent phosphotriesterase superfamily protein"	"AT2G16760"	"Calcium-dependent phosphotriesterase superfamily protein"	""	""	"LOC_Os03g19452"	"SMP-30/Gluconolaconase/LRE domain protein, putative, expressed"
"Solyc01g079430"	"Plant organelle RNA recognition domain"	"AT5G21970"	"Ubiquitin carboxyl-terminal hydrolase family protein"	""	""	"LOC_Os11g34160"	"ubiquitin carboxyl-terminal hydrolase, family 1, putative, expressed"
"Solyc01g079440"	""	""	""	""	""	""	""
"Solyc01g079460"	"hypothetical protein"	""	""	""	""	""	""
"Solyc01g079470"	"Calvin cycle protein CP12-2, chloroplastic"	""	""	""	""	""	""
"Solyc01g079490"	"Vacuolar protein sorting-associated protein 51-like protein"	"AT4G02030"	"Vps51/Vps67 family (components of vesicular transport) protein"	"Cre09.g404650"	"(1 of 1) PTHR15954:SF4 - VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 51 HOMOLOG"	"LOC_Os03g52770"	"expressed protein"
"Solyc01g079590"	"Late embryogenesis abundant protein (LEA) family protein"	"AT3G62580"	"Late embryogenesis abundant protein (LEA) family protein"	"Cre11.g477500"	"(1 of 1) KOG2886 - Uncharacterized conserved protein"	"LOC_Os12g37060"	"expressed protein"
"Solyc01g079600"	"Alpha/beta-Hydrolases superfamily protein"	"AT1G02660"	"alpha/beta-Hydrolases superfamily protein"	""	""	"LOC_Os01g15000"	"lipase, putative, expressed"
"Solyc01g079640"	"pollen-specific LRR extensin-like protein Chr2:11054425-11055916 REVERSE LENGTH=280 201606"	"AT2G25920"	""	""	""	"LOC_Os05g06420"	"expressed protein"
"Solyc01g079660"	"Cotton fiber protein"	"AT5G38700"	"(1 of 28) PF05553 - Cotton fibre expressed protein (DUF761)"	""	""	"LOC_Os03g19070"	"long cell-linked locus protein, putative, expressed"
"Solyc01g079670"	"Cotton fiber protein"	"AT5G38700"	"(1 of 28) PF05553 - Cotton fibre expressed protein (DUF761)"	""	""	"LOC_Os03g19070"	"long cell-linked locus protein, putative, expressed"
"Solyc01g079700"	"Helicase, C-terminal"	""	""	""	""	""	""
"Solyc01g079710"	"Deoxyribose-phosphate aldolase"	"AT5G19300"	"(1 of 1) PTHR12150:SF13 - DUF171 FAMILY PROTEIN"	"Cre16.g670617"	"(1 of 1) K09142 - hypothetical protein (K09142)"	"LOC_Os04g17064"	"expressed protein"
"Solyc01g079760"	"Peroxisomal adenine nucleotide carrier.1"	"AT5G27520"	"peroxisomal adenine nucleotide carrier 2"	""	""	"LOC_Os05g32630"	"mitochondrial carrier protein, putative, expressed"
"Solyc01g079850"	"Protein trichome birefringence-like .1"	"AT5G19160"	"TRICHOME BIREFRINGENCE-LIKE 11"	""	""	"LOC_Os12g05080"	"PMR5, putative, expressed"
"Solyc01g079860"	"ATP-dependent (S)-NAD(P)H-hydrate dehydratase"	"AT5G19150"	"pfkB-like carbohydrate kinase family protein"	"Cre06.g250500"	"(1 of 2) 4.2.1.93 - ATP-dependent NAD(P)H-hydrate dehydratase / ATP-dependent H(4)NAD(P)OH dehydratase"	"LOC_Os11g17610"	"expressed protein"
"Solyc01g079880"	"Aluminum induced protein with YGL and LRDR motifs"	"AT5G19140"	"Aluminium induced protein with YGL and LRDR motifs"	"Cre16.g680700"	"(1 of 1) PF12481 - Aluminium induced protein (DUF3700)"	"LOC_Os11g05050"	"stem-specific protein TSJT1, putative, expressed"
"Solyc01g080100"	"RING zinc finger protein"	"AT3G06145"	""	""	""	""	""
"Solyc01g080110"	"SNARE associated Golgi protein family"	"AT5G19070"	"SNARE associated Golgi protein family"	""	""	"LOC_Os07g46220"	"SNARE associated Golgi protein, putative, expressed"
"Solyc01g080130"	"Cytochrome P450 family protein"	"AT3G06150"	""	""	""	"LOC_Os05g32960"	"expressed protein"
"Solyc01g080140"	"UPF0613 protein PB24D3.06c"	"AT5G19050"	"alpha/beta-Hydrolases superfamily protein"	"Cre06.g283034"	"(1 of 1) KOG4840 - Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)"	"LOC_Os07g11060"	"expressed protein"
"Solyc01g080150"	"Adenylate isopentenyltransferase"	"AT5G19040"	"isopentenyltransferase 5"	""	""	"LOC_Os07g11050"	"IPP transferase, putative, expressed"
"Solyc01g080160"	"DUF21 domain-containing protein"	"AT4G14240"	"CBS domain-containing protein with a domain of unknown function (DUF21)"	"Cre03.g171751"	"(1 of 5) K16302 - metal transporter CNNM (CNNM)"	"LOC_Os05g32850"	"CBS domain containing protein, expressed"
"Solyc01g080170"	"Hydroxymethylglutaryl-CoA lyase, mitochondrial"	""	""	"Cre12.g485550"	"(1 of 1) 4.1.3.4 - Hydroxymethylglutaryl-CoA lyase / HMG-CoA lyase"	"LOC_Os01g16350"	"hydroxymethylglutaryl-CoA lyase, putative, expressed"
"Solyc01g080200"	"mediator of RNA polymerase II transcription subunit 33A-like"	"AT3G23590"	"REF4-related 1"	""	""	"LOC_Os07g11000"	"structural constituent of ribosome, putative, expressed"
"Solyc01g080270"	"Alpha/beta-Hydrolases superfamily protein"	"AT4G14290"	"alpha/beta-Hydrolases superfamily protein"	""	""	"LOC_Os03g24450"	"OsPOP8 - Putative Prolyl Oligopeptidase homologue, expressed"
"Solyc01g080330"	"Bax inhibitor 1-related"	""	""	""	""	""	""
"Solyc01g080360"	"AP-5 complex subunit mu"	"AT2G20790"	"clathrin adaptor complexes medium subunit family protein"	""	""	"LOC_Os12g34370"	"adaptor complexes medium subunit family protein, expressed"
"Solyc01g080420"	""	""	""	""	""	""	""
"Solyc01g080490"	"DUF679 domain-containing protein"	"AT3G21550"	"DUF679 domain membrane protein 2"	"Cre07.g312850"	"(1 of 1) PTHR31621//PTHR31621:SF1 - FAMILY NOT NAMED // DUF679 DOMAIN MEMBRANE PROTEIN 1"	"LOC_Os03g25440"	"expressed protein"
"Solyc01g080500"	"Plant/F10N7-170 protein, putative"	"AT3G21570"	"(1 of 2) PF15365 - Proline-rich nuclear receptor coactivator (PNRC)"	""	""	""	""
"Solyc01g080590"	"Low-density receptor-like protein"	"AT5G18850"	""	""	""	""	""
"Solyc01g080610"	"Pentatricopeptide repeat-containing protein"	""	""	""	""	""	""
"Solyc01g080620"	"BTB/POZ domain-containing protein"	"AT4G15840"	"BTB/POZ domain-containing protein"	""	""	"LOC_Os01g70670"	"BTBM1 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed"
"Solyc01g080690"	"WD40 repeat"	""	""	"Cre05.g234500"	"(1 of 1) K11801 - WD repeat-containing protein 23 (WDR23)"	"LOC_Os05g33710"	"WD domain, G-beta repeat domain containing protein, expressed"
"Solyc01g080700"	"Inosine-uridine preferring nucleoside hydrolase family protein"	"AT5G18860"	"inosine-uridine preferring nucleoside hydrolase family protein"	""	""	"LOC_Os05g33644"	"inosine-uridine preferring nucleoside hydrolase family protein, putative, expressed"
